"id","equip_id","equip_type","equip_name","equip_field","guksa_name","up_down","link_equip_id","link_equip_type","link_equip_name","link_equip_field","link_guksa_name","link_name","cable_aroot","cable_broot"
2,가거R1-MSPP-0201-01-01_가거1010,MSPP,가거R1-MSPP-0201-01-01_가거1010,전송,가거R1,up,가거R2-MSPP-0101-01-01_가거RF_가거R1-201-01-2-P4,MSPP,가거R2-MSPP-0101-01-01_가거RF_가거R1-201-01-2-P4,전송,가거R2,가거R1-가거R2-S1-0001,"","
"
163,가거R2-MSPP-0101-02-02_가거RF_가거R1-201-01-3-P1,MSPP,가거R2-MSPP-0101-02-02_가거RF_가거R1-201-01-3-P1,전송,가거R2,up,흑산R1-MSPP-0602-02-02_흑산1010,MSPP,흑산R1-MSPP-0602-02-02_흑산1010,전송,흑산R1,가거R2-흑산R1-S1-0001,"","
"
165,가거R2-MSPP-0101-02-02_가거RF_가거R1-201-01-3-P1,MSPP,가거R2-MSPP-0101-02-02_가거RF_가거R1-201-01-3-P1,전송,가거R2,up,흑산R1-MSPP-0602-02-02_흑산1010,MSPP,흑산R1-MSPP-0602-02-02_흑산1010,전송,흑산R1,가거R2-흑산R1-S1-0002,"","
"
167,가거R2-MSPP-0101-02-02_가거RF_가거R1-201-01-3-P1,MSPP,가거R2-MSPP-0101-02-02_가거RF_가거R1-201-01-3-P1,전송,가거R2,up,흑산R1-MSPP-0602-02-02_흑산1010,MSPP,흑산R1-MSPP-0602-02-02_흑산1010,전송,흑산R1,가거R2-흑산R1-S1-0003,"","
"
277,가거도_SMR9-0101_SMR9600-6GL-(P/1/2/3),SMR,가거도_SMR9-0101_SMR9600-6GL-(P/1/2/3),MW,가거R2,up,하태도_SMR9-0101_SMR9600-6GL-(P/1/2/3),SMR,하태도_SMR9-0101_SMR9600-6GL-(P/1/2/3),MW,하태R2,가거R2-하태R2-MW-000001,"","
"
278,가거도_통합형-0102-01_IP-20N-8G-(1/2/3/4),IP-20,가거도_통합형-0102-01_IP-20N-8G-(1/2/3/4),MW,가거R2,up,하태도_통합형-0302-01_IP-20N-8G-(1/2/3/4),IP-20,하태도_통합형-0302-01_IP-20N-8G-(1/2/3/4),MW,하태R2,가거R2-하태R2-G1-20N,"","
"
279,가거도_통합형-0102-02_IP-20N-D-4G -(1/2/3/4),IP-20,가거도_통합형-0102-02_IP-20N-D-4G -(1/2/3/4),MW,가거R2,up,상조도_통합형-0301-05_IP-20N-D-4G -(1/2/3/4),IP-20,상조도_통합형-0301-05_IP-20N-D-4G -(1/2/3/4),MW,상조R1,가거R2-상조R1-MW-20N_1,"","
"
464,가사도_MDM-0201_ECLIPSE-INUe-8G-(1///2),ECLIPSE,가사도_MDM-0201_ECLIPSE-INUe-8G-(1///2),MW,가사R2,up,진도중_MDM-0201_ECLIPSE-INUe-8G-(1///2),ECLIPSE,진도중_MDM-0201_ECLIPSE-INUe-8G-(1///2),MW,진도중,가사R2-진도중-MW-000002,"","
"
483,가사도_MDM-0201_ECLIPSE-INUe-8G-(1///2),ECLIPSE,가사도_MDM-0201_ECLIPSE-INUe-8G-(1///2),MW,가사R2,up,진도중_MDM-0201_ECLIPSE-INUe-8G-(1///2),ECLIPSE,진도중_MDM-0201_ECLIPSE-INUe-8G-(1///2),MW,진도중,가사R2-진도중-MW-000002,"","
"
465,가사도_MDM-0201-03_CTR-8540-8G-(//1/2),CTR,가사도_MDM-0201-03_CTR-8540-8G-(//1/2),MW,가사R2,up,진도중_MDM-0101-03_CTR-8540-8G-(//1/2),CTR,진도중_MDM-0101-03_CTR-8540-8G-(//1/2),MW,진도중,가사R2-진도중-MW-85C1L1,"","
"
484,가사도_MDM-0201-03_CTR-8540-8G-(//1/2),CTR,가사도_MDM-0201-03_CTR-8540-8G-(//1/2),MW,가사R2,up,진도중_MDM-0101-03_CTR-8540-8G-(//1/2),CTR,진도중_MDM-0101-03_CTR-8540-8G-(//1/2),MW,진도중,가사R2-진도중-MW-85C1L1,"","
"
73,강진-ROADM-0222-01_DH-KangJin_A_SYS1,ROADM,강진-ROADM-0222-01_DH-KangJin_A_SYS1,전송,강진,up,하당-ROADM-1006-02_DH-HaDang_A_SYS2,ROADM,하당-ROADM-1006-02_DH-HaDang_A_SYS2,전송,하당,강진-하당-S640-112274,"동목포-하당-FO-0006(3,4)|동목포-용포R1-FO-0001(3,4)|용포R1-일로R1-FO-0002(3,4)|일로R1-학산R2-FO-0001(43,44)|영암-학산R2-FO-0006(27,28)|영암-장흥-FO-D001(3,4)|강진-장흥-FO-D003(5,6)","
"
338,개도(목포)_MDM-0101-01_CTR-8312-11G-(1/2),CTR,개도(목포)_MDM-0101-01_CTR-8312-11G-(1/2),MW,개도R1,up,마래중_마래중 MDM-0207_ECLIPSE-INUe-8G-(1///P1),ECLIPSE,마래중_마래중 MDM-0207_ECLIPSE-INUe-8G-(1///P1),MW,마래중,개도R1-마래중-MW-SOIAF1,"","
"
339,개도(여수)_Gaedo-Marae_IP20N_IP-20N-8G-(1/2/3/4),IP-20,개도(여수)_Gaedo-Marae_IP20N_IP-20N-8G-(1/2/3/4),MW,개도R1,up,마래중_마래중 통합형-0504-02_IP-20N-8G-(1/2/3/4),IP-20,마래중_마래중 통합형-0504-02_IP-20N-8G-(1/2/3/4),MW,마래중,개도R1-마래중-G1-MW-20N,"","
"
153,개도R1-MSPP-0103-01-01,MSPP,개도R1-MSPP-0103-01-01,전송,개도R1,up,마래중-MSPP-L-0605-01-01,MSPP,마래중-MSPP-L-0605-01-01,전송,마래중,개도R1-마래중-S1-0001,"","
"
137,개도R1-MSPP-0103-01-01,MSPP,개도R1-MSPP-0103-01-01,전송,개도R1,up,원포R1-MSPP-L-0107-01-01-#1,MSPP,원포R1-MSPP-L-0107-01-01-#1,전송,원포R1,개도R1-원포R1-10-T001,"원포R1-화정R2-FO-0002(10,12)","
"
209,개야도_(개야-군무)IP-20N[1]_IP-20N-8G-(1/2),IP-20,개야도_(개야-군무)IP-20N[1]_IP-20N-8G-(1/2),MW,개야R1,up,군산무선국_(군무-개야)IP-20N[1]_IP-20N-8G-(1/2),IP-20,군산무선국_(군무-개야)IP-20N[1]_IP-20N-8G-(1/2),MW,무선국,개야R1-무선국-MW-C01,"","
"
207,개야도_(개야-군무)IP-20N[2]_IP-20N-6GU-(3/4),IP-20,개야도_(개야-군무)IP-20N[2]_IP-20N-6GU-(3/4),MW,개야R1,up,군산무선국_(군무-개야)IP-20N[2]_IP-20N-6GU-(3/4),IP-20,군산무선국_(군무-개야)IP-20N[2]_IP-20N-6GU-(3/4),MW,무선국,개야R1-무선국-MW-C02,"","
"
208,개야도_Geyado_Gunsan_FibeAir 3200T-6GU-(1/2),FibeAir,개야도_Geyado_Gunsan_FibeAir 3200T-6GU-(1/2),MW,개야R1,up,군산무선국_(군무-개야)CER-3200T_FibeAir 3200T-6GU-(1/2),FibeAir,군산무선국_(군무-개야)CER-3200T_FibeAir 3200T-6GU-(1/2),MW,무선국,개야R1-무선국-MW-C03,"","
"
513,격포R1-MSPP-L-0205-01-01-부안10RL001,MSPP,격포R1-MSPP-L-0205-01-01-부안10RL001,전송,격포R1,down,JBBA02460_부안-식도R1-BAGW0704,AGW,부안-식도R1-BAGW0704,교환,식도R1,격포R1-식도R1-FO-0001,"","
"
184,격포R1-MSPP-L-0205-01-01-부안10RL001,MSPP,격포R1-MSPP-L-0205-01-01-부안10RL001,전송,격포R1,down,부안-식도R1-BAGW0704,#N/A,부안-식도R1-BAGW0704,교환,식도R1,격포R1-식도R1-FO-0001,"","
"
7,고금R1-MSPP-L-0105-01-01,MSPP,고금R1-MSPP-L-0105-01-01,전송,고금R1,down,장용R1-MSPP-L-0103-01-01-RSS1,MSPP,장용R1-MSPP-L-0103-01-01-RSS1,전송,장용R1,고금R1-장용R1-10R-L001,"고금R1-세동R1-FO-0003(18,21)|세동R1-약산R1-FO-0004(21,22)|약산R1-장용R1-FO-0001(7,8)","고금R1-세동R1-FO-0004(005,006)|세동R1-약산R1-FO-0005(001,002)|약산R1-장용R1-FO-0003(005,006)"""
448,고마도_고마R1:통합형-0101-01  _IP-20N-11G-(1/2),IP-20,고마도_고마R1:통합형-0101-01  _IP-20N-11G-(1/2),MW,고마R1,up,완도중_완도중:통합형-0410-02_IP-20N-11G-(1/2),IP-20,완도중_완도중:통합형-0410-02_IP-20N-11G-(1/2),MW,완도중,완도중-고마R1-10-20N1_1,"","
"
10,고창-MSPP-L-0109-02-02-고창확장셀프109-02,MSPP,고창-MSPP-L-0109-02-02-고창확장셀프109-02,전송,고창,down,상하R1-MSPP-0105-03-03,MSPP,상하R1-MSPP-0105-03-03,전송,상하R1,고창-상하R1-10-T001,"고창-아산R1-FO-0004(1,2)|무장R1-아산R1-FO-0003(13,14)|공음R1-무장R1-FO-0002(9,10)|공음R1-상하R1-FO-0002(7,8)","고창-부안R1-FO-0003(023,024)|부안R1-인촌R1-FO-0002(007,008)|심원R1-인촌R1-FO-0002(007,008)|심원R1-해리R1-FO-0002(011,012)|상하R1-해리R1-FO-0003(009,010)"""
9,고창-ROADM-0619-10_DH-GoChnag_B_SYS1,ROADM,고창-ROADM-0619-10_DH-GoChnag_B_SYS1,전송,고창,up,북전주-ROADM-0127-11_DH-BukJeonJu_B_SYS2,ROADM,북전주-ROADM-0127-11_DH-BukJeonJu_B_SYS2,전송,북전주,고창-북전주-S640-A2B577,"고창-부안-FO-D003(19,20)|김제-부안-FO-D003(67,68)|김제-익산-FO-D001(51,52)|부송-익산-FO-0001(45,46)|봉동-부송-FO-D001(13,14)|동전주-봉동-FO-D001(13,14)|동전주-북전주-FO-0001(17,18)","
"
11,고창-ROADM-0621-01_DH-GoChang_A_SYS1,ROADM,고창-ROADM-0621-01_DH-GoChang_A_SYS1,전송,고창,up,북전주-ROADM-0116-02_DH-BukJeonJu_A_SYS2,ROADM,북전주-ROADM-0116-02_DH-BukJeonJu_A_SYS2,전송,북전주,고창-북전주-S640-112674,"고창-정읍중-FO-D002(9,10)|전주중-정읍중-FO-A003(49,50)|북전주-전주중-FO-0007(97,98)","
"
14,고흥-M-POTN-0613-01-01,M-POTN,고흥-M-POTN-0613-01-01,전송,고흥,down,녹동-M-POTN-0504-01-01,M-POTN,녹동-M-POTN-0504-01-01,전송,녹동,고흥-녹동-G1-WPW006,"고흥-두원R1-FO-0002(19,20)|가야R1-두원R1-FO-0001(3,4)|가야R1-도덕R1-FO-0003(7,8)|녹동-도덕R1-FO-0003(15,16)","
"
24,고흥-MSPP-L-0710-02-02,MSPP,고흥-MSPP-L-0710-02-02,전송,고흥,down,녹동-MSPP-L-0407-01-01-#1,MSPP,녹동-MSPP-L-0407-01-01-#1,전송,녹동,고흥-녹동-10-L004,"고흥-풍양R2-FO-0002(15,16)|도덕R1-풍양R2-FO-0002(55,56)|녹동-도덕R1-FO-0003(25,26)","고흥-포두R1-FO-0004(021,022)|도화R2-포두R1-FO-0001(031,032)|도화R2-풍남R1-FO-0001(031,032)|오마R1-풍남R1-FO-0002(031,032)|녹동-오마R1-FO-0002(001,002)"""
20,고흥-MSPP-L-0710-02-02,MSPP,고흥-MSPP-L-0710-02-02,전송,고흥,down,도화R2-MSPP-L-0301-01-01_고흥-10R-M001,MSPP,도화R2-MSPP-L-0301-01-01_고흥-10R-M001,전송,도화R2,고흥-도화R2-10R-M001,"고흥-포두R1-FO-0004(1,2)|옥강R1-포두R1-FO-0003(1,2)|내도R1-옥강R1-FO-0001(1,2)|남성R2-내도R1-FO-0004(7,8)|남성R2-도화R2-FO-0003(1,2)","고흥-풍양R2-FO-0002(049,050)|풍남R1-풍양R2-FO-0002(007,008)|도화R2-풍남R1-FO-0001(007,008)"""
19,고흥-MSPP-L-0710-02-02,MSPP,고흥-MSPP-L-0710-02-02,전송,고흥,down,예내R1-MSPP-L-0109-01-01_고흥710-02-6-P2,MSPP,예내R1-MSPP-L-0109-01-01_고흥710-02-6-P2,전송,예내R1,고흥-예내R1-10-T002,"고흥-포두R1-FO-0003(71,72)|옥강R1-포두R1-FO-0003(21,22)|남성R2-옥강R1-FO-0003(15,16)|남성R2-내도R1-FO-0003(27,28)|내도R1-축정R1-FO-0003(31,32)|예내R1-축정R1-FO-0002(53,54)","고흥-풍양R2-FO-0002(063,064)|안동R1-풍양R2-FO-0002(019,020)|안동R1-풍남R1-FO-0002(011,012)|도화R2-풍남R1-FO-0004(003,004)|남성R2-도화R2-FO-0003(015,016)|남성R2-내도R1-FO-0004(017,018)|내도R1-축정R1-FO-0005(023,024)|예내R1-축정R1-FO-0003(027,028)"""
18,고흥-MSPP-L-0711-01-01-#2,MSPP,고흥-MSPP-L-0711-01-01-#2,전송,고흥,down,녹동-MSPP-L-0407-01-01-#1,MSPP,녹동-MSPP-L-0407-01-01-#1,전송,녹동,고흥-녹동-10-L002,"고흥-포두R1-FO-0003(5,6)|도화R2-포두R1-FO-0002(7,8)|도화R2-풍남R1-FO-0003(5,6)|녹동-풍남R1-FO-0001(33,34)","고흥-풍양R2-FO-0002(009,010)|풍양R2-JNGH고녹간53M-SF-0314(009,010)|녹동-JN도덕R1자국-SF-0203(021,022)"""
87,고흥-MSPP-L-0711-01-01-#2,MSPP,고흥-MSPP-L-0711-01-01-#2,전송,고흥,up,북순천-POTN-0531-02,POTN,북순천-POTN-0531-02,전송,북순천,고흥-북순천-S64-PL101,"벌교-순천중-FO-D002(3,4)|벌교-보성-FO-D003(29,30)|고흥-보성-FO-D003(35,63)","동순중-순천중-FO-D007(025,026)|동순천-벌교-FO-D002(009,010)|고흥-벌교-FO-D004(013,014)"""
13,고흥-MSPP-L-0711-02-02,MSPP,고흥-MSPP-L-0711-02-02,전송,고흥,down,녹동-MSPP-L-0407-01-01-#1,MSPP,녹동-MSPP-L-0407-01-01-#1,전송,녹동,고흥-녹동-10-L003,"고흥-도덕R1-FO-0002(8,9)|녹동-도덕R1-FO-0002(17,18)","고흥-포두R1-FO-0003(039,040)|도화R2-포두R1-FO-0002(003,004)|도화R2-풍남R1-FO-0003(001,002)|녹동-풍남R1-FO-0001(029,030)"""
12,고흥-MSPP-L-0711-02-02,MSPP,고흥-MSPP-L-0711-02-02,전송,고흥,down,동강R1-MSPP-0201-02-02_고흥10R-M006,MSPP,동강R1-MSPP-0201-02-02_고흥10R-M006,전송,동강R1,고흥-동강R1-10R-M006,"고흥-과역R1-FO-0002(23,24)|과역R1-남양R4-FO-0003(3,4)|남양R4-동강R1-FO-0004(25,26)","고흥-성두R1-FO-0002(003,004)|대서R1-성두R1-FO-0001(003,004)|대서R1-동강R1-FO-0002(009,010)"""
22,고흥-MSPP-L-0711-02-02,MSPP,고흥-MSPP-L-0711-02-02,전송,고흥,down,예내R1-MSPP-0504-01-01_고흥예내T,MSPP,예내R1-MSPP-0504-01-01_고흥예내T,전송,예내R1,고흥-예내R1-S1-MM02,"고흥-포두R1-FO-0004(29,30)|옥강R1-포두R1-FO-0003(29,30)|내도R1-옥강R1-FO-0001(13,14)|내도R1-축정R1-FO-0004(55,56)|예내R1-축정R1-FO-0001(3,4)","고흥-풍양R2-FO-0003(023,024)|풍남R1-풍양R2-FO-0002(017,018)|도화R2-풍남R1-FO-0003(023,024)|남성R2-도화R2-FO-0002(013,014)|남성R2-내도R1-FO-0004(005,006)|내도R1-축정R1-FO-0005(005,006)|예내R1-축정R1-FO-0003(005,006)"""
21,고흥-MSPP-L-0711-02-02,MSPP,고흥-MSPP-L-0711-02-02,전송,고흥,down,축정R1-MSPP-0206-02-02-고흥10-T001,MSPP,축정R1-MSPP-0206-02-02-고흥10-T001,전송,축정R1,고흥-축정R1-10-T001,"고흥-포두R1-FO-0004(11,12)|옥강R1-포두R1-FO-0003(11,12)|내도R1-옥강R1-FO-0001(11,12)|내도R1-축정R1-FO-0004(11,12)","고흥-풍양R2-FO-0002(041,042)|풍남R1-풍양R2-FO-0002(029,030)|도화R2-풍남R1-FO-0003(029,030)|남성R2-도화R2-FO-0002(017,018)|남성R2-내도R1-FO-0004(043,044)|내도R1-축정R1-FO-0005(043,044)"""
17,고흥-MSPP-L-0713-01-01,MSPP,고흥-MSPP-L-0713-01-01,전송,고흥,down,적금R1-MSPP-0104-01-01_고흥10R-L004,MSPP,적금R1-MSPP-0104-01-01_고흥10R-L004,전송,적금R1,고흥-적금R1-10R-L004,"고흥-송산R2-FO-0002(11,12)|송산R2-양사R2-FO-0002(1,2)|양사R2-화계R1-FO-0003(1,2)|적금R1-화계R1-FO-0001(1,2)","고흥-벌교-FO-D004(013,014)|동순천-벌교-FO-D002(009,010)|동순중-순천중-FO-D007(025,026)|순천중-여천중-FO-D005(047,048)|여천-화양R2-FO-0002(031,032)|서촌R1-화양R2-FO-0002(015,016)|낭도R1-서촌R1-FO-0001(003,004)|낭도R1-적금R1-FO-0001(005,006)"""
15,고흥-ROADM-0810-01_DH-GoHeung_A_SYS1,ROADM,고흥-ROADM-0810-01_DH-GoHeung_A_SYS1,전송,고흥,up,북순천-ROADM-0410-02_DH-BukSunCheon_A_SYS2,ROADM,북순천-ROADM-0410-02_DH-BukSunCheon_A_SYS2,전송,북순천,고흥-북순천-S64-112202,"고흥-벌교-FO-D004(13,14)|동순천-벌교-FO-D002(9,10)|동순중-순천중-FO-D007(25,26)","
"
16,고흥-ROADM-0812-10_DH-GoHeung_B_SYS1,ROADM,고흥-ROADM-0812-10_DH-GoHeung_B_SYS1,전송,고흥,up,동순천-ROADM-0504-11_DH-DongSunCheon_B_SYS2,ROADM,동순천-ROADM-0504-11_DH-DongSunCheon_B_SYS2,전송,동순천,고흥-동순천-S64-A1B215,"고흥-벌교-FO-D004(19,20)|동순천-벌교-FO-D002(15,16)","
"
276,곤촌_MDM-0101-01_CTR-8540-11G-(//1/2),CTR,곤촌_MDM-0101-01_CTR-8540-11G-(//1/2),MW,곤촌R1,down,장도(여수)_Jangdo-Dongang-8540_CTR-8540-11G-(//1/2),CTR,장도(여수)_Jangdo-Dongang-8540_CTR-8540-11G-(//1/2),MW,장도R3,곤촌R1-장도R3-MW-85C1L1,"","
"
396,관리도_Gwanrido-Bangchukdo-8540_CTR-8540-11G-(//1/2),CTR,관리도_Gwanrido-Bangchukdo-8540_CTR-8540-11G-(//1/2),MW,관리R2,down,방축도_Bangchukdo-Gwanrido-8540_CTR-8540-11G-(//1/2),CTR,방축도_Bangchukdo-Gwanrido-8540_CTR-8540-11G-(//1/2),MW,방축R1,방축R1-관리R2-MW-A01,"","
"
466,관매도_MDM-0101-01_CTR-8540-11G-(1/1),CTR,관매도_MDM-0101-01_CTR-8540-11G-(1/1),MW,관매R1,up,상조도_MDM-0302-01_CTR-8540-11G-(1/2),CTR,상조도_MDM-0302-01_CTR-8540-11G-(1/2),MW,상조R1,관매R1-상조R1-MW-C85S11,"","
"
485,관매도_MDM-0101-01_CTR-8540-11G-(1/1),CTR,관매도_MDM-0101-01_CTR-8540-11G-(1/1),MW,관매R1,up,상조도_MDM-0302-01_CTR-8540-11G-(1/2),CTR,상조도_MDM-0302-01_CTR-8540-11G-(1/2),MW,상조R1,관매R1-상조R1-MW-C85S11,"","
"
467,관매도_MDM-0101-02_CTR-8540-11G-(1/2),CTR,관매도_MDM-0101-02_CTR-8540-11G-(1/2),MW,관매R1,up,상조도_MDM-0302-02_CTR-8540-11G-(1/2),CTR,상조도_MDM-0302-02_CTR-8540-11G-(1/2),MW,상조R1,관매R1-상조R1-MW-C85S21,"","
"
486,관매도_MDM-0101-02_CTR-8540-11G-(1/2),CTR,관매도_MDM-0101-02_CTR-8540-11G-(1/2),MW,관매R1,up,상조도_MDM-0302-02_CTR-8540-11G-(1/2),CTR,상조도_MDM-0302-02_CTR-8540-11G-(1/2),MW,상조R1,관매R1-상조R1-MW-C85S21,"","
"
468,관사도_Gwansado-Sangjodo-20n_IP-20N-11G-(1/2/3/4),IP-20,관사도_Gwansado-Sangjodo-20n_IP-20N-11G-(1/2/3/4),MW,관사R1,up,상조도_통합형-0301-07_IP-20N-11G-(1/2/3/4),IP-20,상조도_통합형-0301-07_IP-20N-11G-(1/2/3/4),MW,상조R1,관사R1-상조R1-MW-20N1V1,"","
"
487,관사도_Gwansado-Sangjodo-20n_IP-20N-11G-(1/2/3/4),IP-20,관사도_Gwansado-Sangjodo-20n_IP-20N-11G-(1/2/3/4),MW,관사R1,up,상조도_통합형-0301-07_IP-20N-11G-(1/2/3/4),IP-20,상조도_통합형-0301-07_IP-20N-11G-(1/2/3/4),MW,상조R1,관사R1-상조R1-MW-20N1V1,"","
"
25,광하남-MSPP-L-0924-01-01,MSPP,광하남-MSPP-L-0924-01-01,전송,광하남,up,서광주-MSPP-L-5314-01-01-#o1,MSPP,서광주-MSPP-L-5314-01-01-#o1,전송,서광주,광하남-서광주-S1-L005,"광하남-서광주-FO-0003(99,100)","광하남-서광주-FO-0004(017,018)"""
449,구도_구도R1:MDM-0101_ECLIPSE-INUe-6GU-(1///2),ECLIPSE,구도_구도R1:MDM-0101_ECLIPSE-INUe-6GU-(1///2),MW,구도R1,up,완도중_완도중:MDM-0405_ECLIPSE-INUe-6GU-(1///2),ECLIPSE,완도중_완도중:MDM-0405_ECLIPSE-INUe-6GU-(1///2),MW,완도중,완도중-구도R1-10-MDM#01,"","
"
27,군산-MSPP-L-0705-02-02-북전주LL04,MSPP,군산-MSPP-L-0705-02-02-북전주LL04,전송,군산,up,북전주-MSPP-L-1049-01-01-북전주1,MSPP,북전주-MSPP-L-1049-01-01-북전주1,전송,북전주,군산-북전주-10R-LL04,"군산-동군산-FO-0004(25,26)|동군산-익산-FO-D003(15,16)|익산-전주중-FO-D002(3,20)|북전주-전주중-FO-0001(39,40)","군산-서군산-FO-D001(025,026)|김제-서군산-FO-D001(015,016)|김제-전주중-FO-D001(019,020)|북전주-전주중-FO-0002(039,040)"""
26,군산-MSPP-L-0706-01-01-북전주LL05,MSPP,군산-MSPP-L-0706-01-01-북전주LL05,전송,군산,up,북전주-MSPP-L-1048-01-01-북전주3,MSPP,북전주-MSPP-L-1048-01-01-북전주3,전송,북전주,군산-북전주-10R-LL05,"군산-동군산-FO-0001(17,18)|동군산-익산-FO-D003(37,38)|익산-전주중-FO-D001(33,34)|북전주-전주중-FO-0001(37,38)","군산-서군산-FO-0005(123,124)|김제-서군산-FO-D002(007,008)|김제-전주중-FO-D001(003,004)|북전주-전주중-FO-0002(037,038)"""
29,군산-MSPP-L-0706-01-01-북전주LL05,MSPP,군산-MSPP-L-0706-01-01-북전주LL05,전송,군산,down,서군산-MSPP-L-1013-01-01-전주중10RLL01,MSPP,서군산-MSPP-L-1013-01-01-전주중10RLL01,전송,서군산,군산-서군산-10R-L001,"군산-서군산-FO-D001(1,2)","군산-동군산-FO-D001(021,022)|동군산-서군산-FO-0002(033,034)"""
28,군산-MSPP-L-0707-01-01-북전주LL23,MSPP,군산-MSPP-L-0707-01-01-북전주LL23,전송,군산,down,선유R1-MSPP-0102-03-03,MSPP,선유R1-MSPP-0102-03-03,전송,선유R1,군산-선유R1-10R-M003,"군산-서군산-FO-0005(31,32)|서군산-오식R1-FO-0001(71,72)|신시R1-오식R1-FO-0001(33,34)|선유R1-신시R1-FO-0001(3,4)","군산-동군산-FO-D001(025,026)|김제-동군산-FO-D002(017,018)|김제-부안-FO-D004(023,024)|부안-하서R1-FO-0001(001,002)|하서R1-해창R1-FO-0004(031,032)|신시R1-해창R1-FO-0001(001,002)"""
509,금일R1-MSPP-L-1101-02-02_녹동한전광,MSPP,금일R1-MSPP-L-1101-02-02_녹동한전광,전송,금일R1,down,JNWD02593_완도-월송R1-BAGW0249,AGW,완도-월송R1-BAGW0249,교환,월송R1,금일R1-월송R1-FO-0001,"","
"
511,금일R1-MSPP-L-1101-02-02_녹동한전광,MSPP,금일R1-MSPP-L-1101-02-02_녹동한전광,전송,금일R1,down,JNWD02594_완도-월송R1-BAGW0250,AGW,완도-월송R1-BAGW0250,교환,월송R1,금일R1-월송R1-FO-0001,"","
"
205,금일R1-MSPP-L-1101-02-02_녹동한전광,MSPP,금일R1-MSPP-L-1101-02-02_녹동한전광,전송,금일R1,down,S_F093,#N/A,S_F093,IP,월송R1,금일R1-월송R1-FO-0001,"","
"
33,금일R1-MSPP-L-1101-02-02_녹동한전광,MSPP,금일R1-MSPP-L-1101-02-02_녹동한전광,전송,금일R1,down,생일R1-MSPP-L-0101-02-02_녹동-W40R-L001수용,MSPP,생일R1-MSPP-L-0101-02-02_녹동-W40R-L001수용,전송,생일R1,금일R1-생일R1-D3-L001,"금일R1-JNWD금일한전-SF-0156(1,2)|생일R1-JNWD생일한전-SF-0205(1,2)","금일R1-JNWD금일한전-SF-0155(001,002)|JNWD금당한전-JNWD금일한전-MF-KT(0001,013,014)|JNGH금산한전-JNWD금당한전-MF-KT(0001,013,014)|금산R6-소록R1-FO-0002(001)|녹동-소록R1-FO-0003(001,002)|녹동-소록R1-FO-0001(051,052)|금산R6-소록R1-FO-0001(063,064)|금산R6-JNGH금산한전-SF-0627(001,002)|금산R6-JNGH금산한전-SF-0628(001,002)|JNGH금산한전-JNWD금당한전-MF-KT(0001,015,016)|금당R3-금당R3-SF-0665(001,002)|금당R3-금당R3-SF-0666(001,002)|JNWD금당한전-JNWD금일한전-MF-KT(0001,015,016)|생일R1-생일R1-SF-0203(013,014)"""
180,금일R1-MSPP-L-1101-02-02_녹동한전광,MSPP,금일R1-MSPP-L-1101-02-02_녹동한전광,전송,금일R1,down,완도-월송R1-BAGW0249,#N/A,완도-월송R1-BAGW0249,교환,월송R1,금일R1-월송R1-FO-0001,"","
"
182,금일R1-MSPP-L-1101-02-02_녹동한전광,MSPP,금일R1-MSPP-L-1101-02-02_녹동한전광,전송,금일R1,down,완도-월송R1-BAGW0250,#N/A,완도-월송R1-BAGW0250,교환,월송R1,금일R1-월송R1-FO-0001,"","
"
529,금일R1-MSPP-L-1101-02-02_녹동한전광,MSPP,금일R1-MSPP-L-1101-02-02_녹동한전광,전송,금일R1,down,완도국사_#[도서_금일도] FTTH#-R 3SYS,소용량 OLT,S_F093,IP,월송R1,금일R1-월송R1-FO-0001,"","
"
318,금일중_1-3035_XR6000-6GU-(1/2/3///P),XR,금일중_1-3035_XR6000-6GU-(1/2/3///P),MW,금일R1,up,완도중_1-3036_XR6000-6GU-(1/2/3///P),XR,완도중_1-3036_XR6000-6GU-(1/2/3///P),MW,완도중,완도중-금일R1-MW-0001,"","
"
320,금일중_금일R1:0199_CTR-8540-11G-(//1/2),CTR,금일중_금일R1:0199_CTR-8540-11G-(//1/2),MW,금일R1,up,장용(약산)_장용R1:통합망-2003-05_IP-20N-D-11G-(1/2/3/4),IP-20,장용(약산)_장용R1:통합망-2003-05_IP-20N-D-11G-(1/2/3/4),MW,장용R1,금일R1-장용R1-MW-000001,"","
"
329,금일중_금일R1:MDM-0202-05_CTR-8312-11G-(1/2),CTR,금일중_금일R1:MDM-0202-05_CTR-8312-11G-(1/2),MW,금일R1,down,신도(완도)_신도R1:MDM-0102-01_CTR-8312-11G-(1/2),CTR,신도(완도)_신도R1:MDM-0102-01_CTR-8312-11G-(1/2),MW,신도R3,금일R1-신도R3-10-CTR_01,"","
"
328,금일중_금일R1:MDM-0202-06_CTR-8312-8G-(1/2),CTR,금일중_금일R1:MDM-0202-06_CTR-8312-8G-(1/2),MW,금일R1,down,장도(완도)_장도R4:MDM-0101-01_CTR-8312-11G-(1/2),CTR,장도(완도)_장도R4:MDM-0101-01_CTR-8312-11G-(1/2),MW,장도R4,금일R1-장도R4-10-CTR#01,"","
"
